Variable / Field Name,Form Name,Section Header,,Item Header,,Field Label,"Choices, Calculations, OR Slider Labels",Field Type,,,Text Validation Min,Text Validation Max,,,Form Display Name
4037,qr61,"For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?","For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?",Do you ever use the other hand?,Do you ever use the other hand?,Using a Toothbrush,"1=Yes, 2=No",1,1,n/a,n/a,n/a,,,61
4038,qr61,"For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?","For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?",Which hand do you prefer to use when:,Which hand do you prefer to use when:,Using a Knife (without a fork),"-1=Left hand,
0=No preference,
1=Right hand",1,1,0,n/a,n/a,,,61
4039,qr61,"For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?","For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?",Do you ever use the other hand?,Do you ever use the other hand?,Using a Knife (without a fork),"1=Yes, 2=No",1,1,n/a,n/a,n/a,,,61
4040,qr61,"For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?","For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?",Which hand do you prefer to use when:,Which hand do you prefer to use when:,Using a Spoon,"-1=Left hand,
0=No preference,
1=Right hand",1,1,0,n/a,n/a,,,61
4041,qr61,"For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?","For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?",Do you ever use the other hand?,Do you ever use the other hand?,Using a Spoon,"1=Yes, 2=No",1,1,n/a,n/a,n/a,,,61
4042,qr61,"For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?","For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?",Which hand do you prefer to use when:,Which hand do you prefer to use when:,Using a Broom (upper hand),"-1=Left hand,
0=No preference,
1=Right hand",1,1,0,n/a,n/a,,,61
4043,qr61,"For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?","For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?",Do you ever use the other hand?,Do you ever use the other hand?,Using a Broom (upper hand),"1=Yes, 2=No",1,1,n/a,n/a,n/a,,,61
4044,qr61,"For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?","For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?",Which hand do you prefer to use when:,Which hand do you prefer to use when:,Striking a Match,"-1=Left hand,
0=No preference,
1=Right hand",1,1,0,n/a,n/a,,,61
4045,qr61,"For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?","For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?",Do you ever use the other hand?,Do you ever use the other hand?,Striking a Match,"1=Yes, 2=No",1,1,n/a,n/a,n/a,,,61
4046,qr61,"For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?","For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?",Which hand do you prefer to use when:,Which hand do you prefer to use when:,Opening a Box (holding the lid),"-1=Left hand,
0=No preference,
1=Right hand",1,1,0,n/a,n/a,,,61
4047,qr61,"For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?","For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?",Do you ever use the other hand?,Do you ever use the other hand?,Opening a Box (holding the lid),"1=Yes, 2=No",1,1,n/a,n/a,n/a,,,61
4048,qr61,"For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?","For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?",Which hand do you prefer to use when:,Which hand do you prefer to use when:,Holding a Computer Mouse,"-1=Left hand,
0=No preference,
1=Right hand",1,1,0,n/a,n/a,,,61
4049,qr61,"For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?","For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?",Do you ever use the other hand?,Do you ever use the other hand?,Holding a Computer Mouse,"1=Yes, 2=No",1,1,n/a,n/a,n/a,,,61
4050,qr61,"For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?","For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?",Which hand do you prefer to use when:,Which hand do you prefer to use when:,Using a Key to Unlock a Door,"-1=Left hand,
0=No preference,
1=Right hand",1,1,0,n/a,n/a,,,61
4051,qr61,"For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?","For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?",Do you ever use the other hand?,Do you ever use the other hand?,Using a Key to Unlock a Door,"1=Yes, 2=No",1,1,n/a,n/a,n/a,,,61
4052,qr61,"For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?","For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?",Which hand do you prefer to use when:,Which hand do you prefer to use when:,Holding a Hammer,"-1=Left hand,
0=No preference,
1=Right hand",1,1,0,n/a,n/a,,,61
4053,qr61,"For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?","For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?",Do you ever use the other hand?,Do you ever use the other hand?,Holding a Hammer,"1=Yes, 2=No",1,1,n/a,n/a,n/a,,,61
4054,qr61,"For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?","For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?",Which hand do you prefer to use when:,Which hand do you prefer to use when:,Holding a Brush or Comb,"-1=Left hand,
0=No preference,
1=Right hand",1,1,0,n/a,n/a,,,61
4055,qr61,"For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?","For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?",Do you ever use the other hand?,Do you ever use the other hand?,Holding a Brush or Comb,"1=Yes, 2=No",1,1,n/a,n/a,n/a,,,61
4056,qr61,"For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?","For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?",Which hand do you prefer to use when:,Which hand do you prefer to use when:,Holding a Cup While Drinking,"-1=Left hand,
0=No preference,
1=Right hand",1,1,0,n/a,n/a,,,61
4057,qr61,"For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?","For each of the activities below, please indicate: Which hand do you prefer for that activity? Do you ever use the other hand for the activity?",Do you ever use the other hand?,Do you ever use the other hand?,Holding a Cup While Drinking,"1=Yes, 2=No",1,1,n/a,n/a,n/a,,,61
43,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Skipping,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,71
44,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Rowing/canoeing,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,71
45,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",In-line skating,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,71
46,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Tag,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,71
47,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Walking for exercise,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,71
48,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Bicycling,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,71
49,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Jogging or running,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,71
50,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Aerobics,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,71
51,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Swimming,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,71
52,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)","Baseball, softball","1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,71
53,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Dance,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,71
54,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Football,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,71
55,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Badminton,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,71
56,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Skateboarding,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,71
57,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Soccer,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,71
58,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Street Hockey,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,71
59,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Volleyball,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,71
60,qr71,"We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","We are trying to find out about your level of physical activity from the last 7 days (in the last
week). This includes sports or dance that make you sweat or make your legs feel tired, or games
that make you breathe hard, like tag, skipping, running, climbing, and others.
Remember:
1. There are no right and wrong answers — this is not a test.
2. Please answer all the questions as honestly and accurately as you can — this is very
important. ","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Mark only one circle per row)","Physical activity in your spare time. Have you done any of the following activities in the past 7 days (last week)? If yes, how many times? (Select only one of the options.)",Floor hockey,"1=""No"", 2=""1-2"", 3=""3-4"", 4=""5-6"", 5=""7 times or more""",1,1,1,oo,oo,,,71
